"country" "taxRich" "religiousLaw" "freeElection" "helpUnemp" "armyTakesOver" "civilRights" "equalIncome" "obeyRulers" "genderEquality" "importance"
"4454" "Estonia" 10 5 10 10 1 10 10 1 10 10
"4455" "Georgia" 7 4 3 6 5 4 6 5 5 8
"4456" "Germany" 9 1 10 10 1 5 2 10 10 9
"4457" "Kazakhstan" 10 3 9 10 3 10 10 9 10 10
"4458" "Netherlands" 7 2 7 5 2 6 3 4 9 9
"4459" "Poland" 5 2 10 3 2 9 2 2 10 10
"4460" "Romania" 1 5 10 7 1 10 1 1 5 10
"4461" "Russia" 10 2 10 10 9 10 10 10 7 7
"4462" "Slovenia" 2 2 9 10 9 10 9 7 10 8
"4463" "Spain" 5 1 9 8 2 3 7 5 9 9
"4464" "Sweden" 5 5 5 5 5 5 5 5 10 10
"4465" "Turkey" 8 2 10 6 2 10 5 3 10 10
"4466" "Ukraine" 6 3 10 10 1 10 10 1 10 10
"4467" "Belarus" 5 3 10 10 1 10 8 9 10 10
"4468" "Estonia" 8 2 8 9 7 7 8 7 8 9
"4469" "Georgia" 2 2 10 7 1 2 2 8 10 10
"4470" "Germany" 7 1 10 7 1 10 6 1 10 10
"4471" "Kazakhstan" 5 3 10 9 4 7 2 2 8 9
"4472" "Netherlands" 8 5 6 6 5 6 4 6 6 10
"4473" "Poland" 8 2 8 2 8 8 2 8 8 10
"4474" "Romania" 2 2 9 7 2 9 2 2 9 9
"4475" "Russia" 10 3 10 10 5 10 5 8 10 10
"4476" "Slovenia" 4 1 6 4 2 6 2 7 2 7
"4477" "Spain" 8 5 10 7 1 10 8 8 10 10
"4478" "Sweden" 5 1 10 7 2 4 3 8 10 10
"4479" "Turkey" 8 7 9 10 1 2 5 3 8 7
"4480" "Ukraine" 10 1 10 10 1 10 10 1 10 10
"4481" "Belarus" 1 1 10 3 1 5 8 5 2 1
"4482" "Estonia" 7 2 10 6 7 7 8 3 7 7
"4483" "Georgia" 8 3 10 6 3 10 10 10 10 7
"4484" "Germany" 10 5 10 10 2 6 6 2 10 8
"4485" "Kazakhstan" 1 1 10 1 1 10 8 7 10 10
"4486" "Netherlands" 1 1 10 1 1 10 1 1 10 10
"4487" "Poland" 2 3 2 10 1 7 10 3 3 1
"4488" "Romania" 6 1 10 10 10 10 10 1 10 10
"4489" "Russia" 10 1 5 5 1 5 5 1 10 10
"4490" "Slovenia" 9 2 9 2 2 2 2 2 10 5
"4491" "Spain" 9 1 5 9 1 8 6 4 8 8
"4492" "Sweden" 5 5 10 5 5 8 7 1 10 10
"4493" "Turkey" 1 10 10 10 1 10 10 10 10 10
"4494" "Ukraine" 8 7 9 10 8 8 7 8 9 3
"4495" "Belarus" 9 2 9 9 2 9 8 7 7 8
"4496" "Estonia" 7 2 9 8 5 8 7 4 7 10
"4497" "Georgia" 4 6 4 7 4 3 6 5 5 7
"4498" "Germany" 7 1 10 8 7 8 2 1 10 9
"4499" "Kazakhstan" 10 10 10 10 5 5 8 10 10 5
"4500" "Netherlands" 5 1 8 7 1 7 8 8 10 9
"4501" "Poland" 5 1 10 9 2 9 3 3 9 9
"4502" "Romania" 10 10 3 10 10 10 10 10 10 8
"4503" "Russia" 1 1 5 5 1 10 10 5 10 8
"4504" "Slovenia" 5 1 6 3 4 4 4 7 6 2
"4505" "Spain" 10 1 10 10 7 10 6 5 10 10
"4506" "Sweden" 7 1 10 6 1 8 1 8 10 10
"4507" "Turkey" 8 2 8 7 6 7 7 8 8 6
"4508" "Ukraine" 2 7 8 8 3 7 9 7 8 5
"4509" "Belarus" 7 5 7 6 4 8 3 7 9 10
"4510" "Estonia" 3 7 2 2 7 2 2 7 2 10
"4511" "Georgia" 3 3 10 3 5 3 3 3 10 9
"4512" "Germany" 7 1 10 9 2 7 7 1 10 10
"4513" "Kazakhstan" 9 6 10 8 5 8 7 6 7 8
"4514" "Netherlands" 5 5 9 6 4 9 3 5 9 9
"4515" "Poland" 1 2 10 2 1 10 2 2 10 9
"4516" "Romania" 1 1 10 6 1 5 5 9 10 10
"4517" "Russia" 3 6 10 10 10 10 5 5 10 2
"4518" "Slovenia" 3 1 9 3 1 2 4 1 8 8
"4519" "Spain" 7 5 10 9 1 9 7 8 9 8
"4520" "Sweden" 4 1 10 8 1 8 1 3 10 10
"4521" "Turkey" 6 8 7 8 9 8 7 7 7 6
"4522" "Ukraine" 6 1 10 7 5 10 10 1 10 10
"4523" "Belarus" 6 1 10 8 1 10 8 8 10 10
"4524" "Estonia" 7 3 10 8 1 9 8 6 10 8
"4525" "Georgia" 1 1 1 1 1 5 5 5 5 9
"4526" "Germany" 6 1 8 7 1 10 9 1 9 10
"4527" "Kazakhstan" 10 6 5 5 5 5 5 8 10 6
"4528" "Netherlands" 10 1 10 7 9 5 5 1 10 8
"4529" "Poland" 3 2 8 6 6 6 4 7 3 7
"4530" "Romania" 3 2 7 6 5 7 3 3 5 5
"4531" "Russia" 6 1 8 9 5 8 9 9 9 3
"4532" "Slovenia" 8 3 7 5 1 8 2 4 10 8
"4533" "Spain" 5 1 10 10 1 5 9 6 10 7
"4534" "Sweden" 7 1 10 10 1 10 5 1 10 10
"4535" "Turkey" 10 5 8 10 5 10 9 3 10 9
"4536" "Ukraine" 10 6 10 10 10 10 9 9 9 9
"4537" "Belarus" 5 4 10 6 6 10 7 5 9 8
"4538" "Estonia" 9 1 10 10 1 6 10 6 10 10
"4539" "Georgia" 1 7 10 8 1 10 1 8 4 8
"4540" "Germany" 7 5 10 7 3 8 8 4 8 7
"4541" "Kazakhstan" 6 6 10 10 6 10 6 6 10 8
"4542" "Netherlands" 7 5 7 7 2 9 5 5 9 8
"4543" "Poland" 5 7 10 8 1 10 3 2 10 7
"4544" "Romania" 9 4 6 2 2 10 9 5 8 10
"4545" "Russia" 10 8 5 2 5 9 8 6 5 5
"4546" "Slovenia" 6 1 10 10 1 10 2 2 10 10
"4547" "Spain" 9 2 10 10 4 8 9 3 10 9
"4548" "Sweden" 1 1 10 1 1 5 1 1 9 5
"4549" "Turkey" 10 10 10 10 10 10 8 5 10 10
"4550" "Ukraine" 7 5 8 8 6 9 5 3 9 10
"4551" "Belarus" 5 5 8 5 5 5 5 5 7 6
"4552" "Estonia" 5 9 1 8 5 10 10 4 9 5
"4553" "Georgia" 8 8 10 10 4 9 3 4 9 9
"4554" "Germany" 10 1 10 10 10 10 5 5 10 5
"4555" "Kazakhstan" 7 1 8 8 1 8 7 9 10 9
"4556" "Netherlands" 6 1 10 10 1 10 1 1 10 10
"4557" "Poland" 7 5 5 5 6 7 5 4 7 8
"4558" "Romania" 4 5 8 7 7 7 6 6 5 6
"4559" "Russia" 10 1 10 7 5 10 5 8 8 8
"4560" "Slovenia" 4 2 8 7 1 7 5 6 8 8
"4561" "Spain" 7 6 8 8 2 6 5 6 6 6
"4562" "Sweden" 6 3 8 8 2 9 5 1 10 10
"4563" "Turkey" 10 3 7 9 10 10 10 2 10 10
"4564" "Ukraine" 7 3 10 8 6 10 3 2 9 9
"4565" "Belarus" 3 1 10 1 6 10 2 8 10 7
"4566" "Estonia" 7 3 8 6 4 8 8 3 9 9
"4567" "Georgia" 4 4 10 10 4 10 10 5 10 10
"4568" "Germany" 4 1 10 8 1 4 7 1 10 10
"4569" "Kazakhstan" 7 5 7 7 4 5 6 5 9 9
"4570" "Netherlands" 8 1 4 7 4 7 9 6 9 10
"4571" "Poland" 4 1 4 3 4 10 7 5 10 7
"4572" "Romania" 5 1 10 5 1 10 5 1 10 10
"4573" "Russia" 7 3 9 7 1 9 8 6 8 8
"4574" "Slovenia" 5 1 10 10 4 10 10 8 10 9
"4575" "Spain" 6 1 10 10 2 10 7 6 10 10
"4576" "Sweden" 5 1 10 7 1 10 1 8 10 10
"4577" "Turkey" 6 5 9 9 2 5 6 5 9 8
"4578" "Ukraine" 3 1 8 9 1 10 10 5 9 9
"4579" "Belarus" 7 6 4 4 5 6 4 5 2 8
"4580" "Estonia" 8 5 10 10 5 10 5 1 10 8
"4581" "Georgia" 5 4 10 10 5 9 9 6 6 10
"4582" "Germany" 6 3 10 8 6 8 5 7 10 8
"4583" "Kazakhstan" 3 3 8 8 8 5 5 7 8 10
"4584" "Netherlands" 5 6 6 6 1 7 4 7 8 8
"4585" "Poland" 8 1 10 5 1 10 2 4 10 9
"4586" "Romania" 1 1 10 10 10 10 1 1 10 1
"4587" "Russia" 10 5 10 10 1 5 10 10 10 5
"4588" "Slovenia" 10 8 10 10 9 8 8 9 9 3
"4589" "Spain" 10 10 10 10 1 10 10 10 10 9
"4590" "Sweden" 7 2 10 2 2 5 2 2 10 6
"4591" "Turkey" 8 8 10 10 10 10 10 8 10 10
"4592" "Ukraine" 2 3 5 8 1 8 8 7 4 7
"4593" "Belarus" 9 7 10 10 10 8 9 3 9 8
"4594" "Estonia" 8 4 7 8 4 6 7 4 8 6
"4595" "Georgia" 5 5 10 10 10 4 7 7 10 10
"4596" "Germany" 10 10 10 10 1 10 1 1 10 10
"4597" "Kazakhstan" 5 6 4 5 6 5 5 4 6 7
"4598" "Netherlands" 8 1 10 10 5 10 10 5 10 10
"4599" "Poland" 10 5 10 10 10 10 10 10 10 10
"4600" "Romania" 10 2 2 10 2 10 10 10 10 9
"4601" "Russia" 7 3 10 10 1 10 10 10 10 7
"4602" "Slovenia" 6 6 6 6 6 6 6 6 6 6
"4603" "Spain" 8 1 10 9 1 10 8 7 10 10
"4604" "Sweden" 7 1 10 8 1 10 2 6 10 10
"4605" "Turkey" 10 4 10 10 5 10 10 5 10 10
"4606" "Ukraine" 10 6 10 10 8 10 10 7 10 10
"4607" "Belarus" 9 1 9 9 1 10 9 8 10 7
"4608" "Estonia" 2 3 10 7 1 10 7 9 9 9
"4609" "Georgia" 5 6 5 4 5 6 5 4 5 5
"4610" "Germany" 7 1 10 8 2 9 6 1 8 7
"4611" "Kazakhstan" 4 3 10 8 3 7 7 7 8 8
"4612" "Netherlands" 1 1 10 1 1 10 1 1 1 10
"4613" "Poland" 9 6 8 8 5 5 8 6 10 6
"4614" "Romania" 2 1 10 9 1 10 1 1 10 10
"4615" "Russia" 7 7 8 8 8 7 8 6 9 5
"4616" "Slovenia" 5 1 10 3 1 9 4 6 10 10
"4617" "Spain" 8 1 10 8 1 8 1 5 9 8
"4618" "Sweden" 9 1 10 8 1 10 1 1 10 10
"4619" "Turkey" 8 9 8 8 5 8 8 9 7 7
"4620" "Ukraine" 10 1 10 10 1 10 10 5 10 1
"4621" "Belarus" 4 5 5 5 10 10 5 10 5 5
"4622" "Estonia" 7 2 6 8 6 6 8 6 9 10
"4623" "Georgia" 5 3 9 9 5 9 9 5 6 6
"4624" "Germany" 8 1 10 10 1 10 10 1 10 10
"4625" "Kazakhstan" 8 1 8 10 1 10 10 1 10 10
"4626" "Netherlands" 7 1 10 7 3 9 6 7 9 9
"4627" "Poland" 9 7 10 8 2 10 6 6 10 10
"4628" "Romania" 1 3 8 1 1 10 2 1 10 10
"4629" "Russia" 3 4 7 8 5 7 9 6 9 10
"4630" "Slovenia" 10 10 8 5 7 2 7 4 6 1
"4631" "Spain" 6 1 7 7 1 6 7 6 7 7
"4632" "Sweden" 10 1 10 10 1 10 10 1 10 10
"4633" "Turkey" 10 8 8 5 5 10 5 5 10 9
"4634" "Ukraine" 10 1 10 10 10 10 10 1 1 10
"4635" "Belarus" 6 8 9 6 7 8 6 8 9 4
"4636" "Estonia" 10 7 9 10 1 6 9 1 10 9
"4637" "Georgia" 1 1 10 10 3 8 5 9 10 10
"4638" "Germany" 9 1 10 10 1 10 6 2 10 10
"4639" "Kazakhstan" 10 5 6 8 3 7 7 4 5 7
"4640" "Netherlands" 4 1 8 7 3 8 3 3 8 8
"4641" "Poland" 10 1 10 10 1 10 10 1 10 5
"4642" "Romania" 10 1 10 10 10 10 7 10 10 10
"4643" "Russia" 5 5 10 9 8 8 2 3 5 5
"4644" "Slovenia" 8 2 8 9 5 9 9 7 9 8
"4645" "Spain" 6 1 10 6 1 10 8 4 10 10
"4646" "Sweden" 4 1 10 10 1 10 1 1 10 10
"4647" "Turkey" 7 3 9 10 10 7 6 1 5 10
"4648" "Ukraine" 7 5 10 10 2 7 7 5 10 10
"4649" "Belarus" 7 6 7 6 1 10 10 1 10 10
"4650" "Estonia" 10 1 10 10 1 10 6 10 10 10
"4651" "Georgia" 1 2 8 9 4 8 7 3 8 8
"4652" "Germany" 10 10 10 10 1 1 6 7 10 10
"4653" "Kazakhstan" 8 3 8 10 8 5 10 9 7 8
"4654" "Netherlands" 8 1 10 9 1 10 7 3 10 10
"4655" "Poland" 1 5 10 10 1 10 5 1 1 10
"4656" "Romania" 1 1 10 10 1 10 1 1 10 10
"4657" "Russia" 10 5 10 10 6 8 9 8 10 10
"4658" "Slovenia" 3 1 5 5 1 9 6 6 10 8
"4659" "Spain" 8 3 10 10 1 10 7 5 6 10
"4660" "Sweden" 1 1 10 2 1 10 1 1 10 10
"4661" "Turkey" 10 9 10 10 2 10 10 10 10 10
"4662" "Ukraine" 10 3 10 10 1 8 5 4 8 1
"4663" "Belarus" 5 5 5 5 5 5 5 5 5 10
"4664" "Estonia" 5 1 7 6 2 9 10 3 10 6
"4665" "Georgia" 2 3 8 5 4 5 5 4 8 10
"4666" "Germany" 8 6 10 10 2 8 4 2 5 8
"4667" "Kazakhstan" 10 6 10 10 10 10 10 10 6 10
"4668" "Netherlands" 9 1 10 10 1 10 7 2 10 10
"4669" "Poland" 5 3 3 2 2 5 2 5 5 3
"4670" "Romania" 5 4 3 10 10 10 10 10 10 5
"4671" "Russia" 9 1 10 10 1 9 8 5 10 6
"4672" "Slovenia" 5 5 5 5 5 5 5 5 5 8
"4673" "Spain" 4 3 9 7 4 7 6 5 8 6
"4674" "Sweden" 9 1 10 5 1 10 1 1 10 10
"4675" "Turkey" 7 10 7 8 1 9 6 8 7 9
"4676" "Ukraine" 5 5 5 5 5 5 5 5 5 5
"4677" "Belarus" 10 1 10 10 1 10 5 1 10 8
"4678" "Estonia" 9 9 9 9 1 5 9 1 10 8
"4679" "Georgia" 6 4 7 5 4 5 5 3 9 10
"4680" "Germany" 4 1 10 8 1 10 3 1 10 10
"4681" "Kazakhstan" 3 2 9 8 3 9 10 10 10 8
"4682" "Netherlands" 5 1 10 5 1 10 1 5 5 10
"4683" "Poland" 7 3 10 7 5 8 8 7 10 9
"4684" "Romania" 6 2 5 10 3 10 10 8 10 8
"4685" "Russia" 7 2 9 8 10 10 6 3 8 6
"4686" "Slovenia" 8 2 10 7 1 10 10 10 10 10
"4687" "Spain" 8 8 7 8 1 9 6 9 10 10
"4688" "Sweden" 5 1 10 7 1 9 1 5 7 10
"4689" "Turkey" 1 1 10 1 1 10 10 1 10 9
"4690" "Ukraine" 9 1 10 4 1 10 10 1 10 10
"4691" "Belarus" 5 5 10 9 6 9 3 1 9 10
"4692" "Estonia" 5 3 10 8 4 8 4 3 9 10
"4693" "Georgia" 5 5 9 9 1 7 6 3 10 10
"4694" "Germany" 8 2 10 9 4 9 7 5 10 9
"4695" "Kazakhstan" 10 5 10 10 10 10 10 9 10 7
"4696" "Netherlands" 1 1 10 7 3 9 1 2 10 10
"4697" "Poland" 7 8 9 8 2 8 9 7 8 10
"4698" "Romania" 8 1 10 10 1 8 9 8 8 10
"4699" "Russia" 9 2 9 9 9 9 9 9 9 10
"4700" "Slovenia" 9 5 8 8 6 6 8 4 8 6
"4701" "Spain" 8 7 8 9 2 8 7 6 7 7
"4702" "Sweden" 10 1 10 7 1 10 3 1 10 10
"4703" "Turkey" 8 1 10 10 1 5 5 6 10 10
"4704" "Ukraine" 10 10 1 1 1 10 10 10 10 1
"4705" "Belarus" 3 1 10 5 2 8 7 7 5 10
"4706" "Estonia" 4 10 10 5 8 1 6 9 5 5
"4707" "Georgia" 4 1 9 8 7 7 3 3 9 7
"4708" "Germany" 5 1 10 10 1 5 5 1 10 10
"4709" "Kazakhstan" 6 6 6 10 6 10 10 10 10 6
"4710" "Netherlands" 8 6 8 8 3 8 8 6 10 8
"4711" "Poland" 5 6 10 4 1 7 4 3 9 10
"4712" "Romania" 10 1 10 10 6 10 10 10 10 10
"4713" "Russia" 10 1 10 10 1 10 10 7 10 10
"4714" "Slovenia" 6 3 9 6 2 5 8 7 7 10
"4715" "Spain" 8 5 7 10 6 7 6 7 10 10
"4716" "Sweden" 6 2 10 6 1 8 7 5 10 10
"4717" "Turkey" 1 1 10 1 1 10 1 1 10 8
"4718" "Ukraine" 9 6 8 8 3 8 9 8 9 10
"4719" "Belarus" 10 3 2 7 3 5 4 4 1 8
"4720" "Estonia" 10 1 10 10 1 10 10 4 10 6
"4721" "Georgia" 2 2 8 5 1 8 6 3 7 8
"4722" "Germany" 10 1 10 7 1 10 10 1 10 10
"4723" "Kazakhstan" 8 2 9 10 1 7 9 9 9 10
"4724" "Netherlands" 9 1 8 9 2 8 5 5 9 8
"4725" "Poland" 5 6 8 7 7 10 7 7 10 8
"4726" "Romania" 10 5 5 10 5 5 5 10 10 8
"4727" "Russia" 10 1 5 5 1 10 10 1 10 10
"4728" "Slovenia" 6 1 7 6 3 7 3 3 7 7
"4729" "Spain" 5 2 10 8 2 5 5 8 6 8
"4730" "Sweden" 1 1 10 1 1 10 1 10 10 10
"4731" "Turkey" 1 1 10 1 1 10 10 10 10 10
"4732" "Ukraine" 7 4 8 10 3 5 8 5 9 8
"4733" "Belarus" 7 3 10 7 6 8 8 8 10 8
"4734" "Estonia" 9 3 9 10 2 10 9 7 5 9
"4735" "Georgia" 6 5 10 9 5 9 9 9 9 10
"4736" "Germany" 8 8 8 8 2 5 9 6 9 7
"4737" "Kazakhstan" 4 4 3 6 6 5 5 6 8 9
"4738" "Netherlands" 7 1 9 8 2 8 2 2 8 9
"4739" "Poland" 5 4 10 5 1 7 6 3 10 9
"4740" "Romania" 9 2 10 10 8 10 5 2 10 5
"4741" "Russia" 10 1 10 10 1 10 10 3 10 5
"4742" "Slovenia" 8 1 10 10 1 10 8 7 10 10
"4743" "Spain" 5 5 7 7 5 7 5 5 7 7
"4744" "Sweden" 7 1 10 4 1 10 4 3 10 10
"4745" "Turkey" 10 10 10 10 8 9 10 9 10 10
"4746" "Ukraine" 1 1 10 9 1 10 9 1 10 10
"4747" "Belarus" 8 7 8 7 6 7 6 2 9 10
"4748" "Estonia" 9 5 10 10 3 10 4 4 10 10
"4749" "Georgia" 4 4 9 9 2 7 7 5 9 9
"4750" "Germany" 6 1 8 6 1 8 6 1 10 9
"4751" "Kazakhstan" 7 8 7 4 7 4 6 7 6 8
"4752" "Netherlands" 3 1 9 9 2 9 3 8 5 9
"4753" "Poland" 4 5 10 10 1 8 6 6 10 6
"4754" "Romania" 10 7 9 10 5 10 10 10 10 10
"4755" "Russia" 9 1 9 10 2 10 4 1 9 5
"4756" "Slovenia" 1 1 10 5 1 10 8 1 10 10
"4757" "Spain" 5 1 10 7 1 10 10 5 10 10
"4758" "Sweden" 8 1 10 7 5 10 1 5 10 8
"4759" "Turkey" 10 1 10 10 10 10 10 10 10 8
"4760" "Ukraine" 5 3 8 10 10 8 10 9 5 4
"4761" "Belarus" 8 9 10 8 10 9 9 10 10 10
"4762" "Estonia" 9 4 8 9 1 8 6 1 10 10
"4763" "Georgia" 10 6 10 10 10 10 10 1 10 10
"4764" "Germany" 6 4 7 4 8 7 5 9 5 5
"4765" "Kazakhstan" 10 4 10 10 6 10 6 8 8 10
"4766" "Netherlands" 2 1 9 5 1 7 2 5 10 9
"4767" "Poland" 4 7 1 6 3 10 5 1 10 10
"4768" "Romania" 5 10 10 7 1 7 5 5 10 10
"4769" "Russia" 6 6 7 8 7 8 8 9 8 7
"4770" "Slovenia" 5 5 10 10 6 10 10 5 10 10
"4771" "Spain" 9 3 10 10 3 9 8 8 10 10
"4772" "Sweden" 1 1 10 10 1 10 1 1 10 10
"4773" "Turkey" 10 1 10 10 1 10 10 10 10 10
"4774" "Ukraine" 5 5 9 6 8 6 6 6 6 7
"4775" "Belarus" 6 3 6 6 4 6 6 5 6 7
"4776" "Estonia" 4 5 4 5 6 6 7 5 6 7
"4777" "Georgia" 2 2 7 9 3 8 3 9 2 8
"4778" "Germany" 10 1 10 10 1 10 10 1 10 10
"4779" "Kazakhstan" 8 7 9 3 3 4 8 4 4 10
"4780" "Netherlands" 10 1 10 8 1 10 6 1 10 10
"4781" "Poland" 4 2 10 6 3 10 2 1 10 9
"4782" "Romania" 2 1 10 8 1 3 3 10 10 10
"4783" "Russia" 10 1 10 10 1 10 7 6 10 10
"4784" "Slovenia" 8 1 10 10 1 10 8 10 10 10
"4785" "Spain" 2 3 10 1 1 10 1 10 10 5
"4786" "Sweden" 2 1 10 6 1 7 1 1 10 9
"4787" "Turkey" 10 2 10 10 3 10 10 1 10 6
"4788" "Ukraine" 10 10 10 10 10 10 10 10 10 10
"4789" "Belarus" 6 3 8 7 3 5 7 6 8 5
"4790" "Estonia" 5 2 8 7 3 7 8 1 9 9
"4791" "Georgia" 8 3 9 8 3 10 8 8 10 10
"4792" "Germany" 3 3 10 8 5 8 7 5 10 9
"4793" "Kazakhstan" 10 5 10 10 10 10 10 10 10 10
"4794" "Netherlands" 8 2 8 8 2 2 3 1 10 9
"4795" "Poland" 9 3 9 7 1 10 3 5 10 8
"4796" "Romania" 4 2 10 10 3 10 4 1 10 10
"4797" "Russia" 1 1 10 10 2 10 10 3 10 10
"4798" "Slovenia" 1 1 9 9 1 3 1 6 10 3
"4799" "Spain" 7 1 10 9 1 10 7 5 10 8
"4800" "Sweden" 6 1 9 9 1 3 3 1 7 7
"4801" "Turkey" 10 10 10 10 10 10 10 10 10 10
"4802" "Ukraine" 3 9 9 10 2 9 9 9 10 1
"4803" "Belarus" 5 5 5 5 5 5 5 5 5 7
"4804" "Estonia" 9 1 8 8 6 9 8 5 9 9
"4805" "Georgia" 3 1 10 10 10 10 10 10 10 10
"4806" "Germany" 10 1 10 10 3 10 4 1 10 10
"4807" "Kazakhstan" 6 4 9 9 1 10 9 9 9 8
"4808" "Netherlands" 10 1 10 5 1 10 10 3 10 10
"4809" "Poland" 1 1 10 4 1 10 1 3 10 8
"4810" "Romania" 5 10 10 10 1 10 10 10 10 10
"4811" "Russia" 4 4 6 5 4 6 5 4 5 6
"4812" "Slovenia" 5 1 10 6 1 9 7 7 10 9
"4813" "Spain" 8 2 10 8 1 9 8 2 9 9
"4814" "Sweden" 10 5 10 10 1 10 10 4 10 10
"4815" "Turkey" 1 1 10 8 1 10 7 2 10 8
"4816" "Ukraine" 9 5 9 9 9 9 9 9 9 10
"4817" "Belarus" 5 1 10 10 1 10 5 1 10 8
"4818" "Estonia" 5 4 10 6 3 6 5 3 10 10
"4819" "Georgia" 5 4 9 9 1 7 4 6 9 5
"4820" "Germany" 9 1 10 10 1 10 5 1 10 10
"4821" "Kazakhstan" 10 1 9 8 3 9 7 8 5 10
"4822" "Netherlands" 6 5 6 6 5 6 6 5 6 7
"4823" "Poland" 3 4 10 8 6 10 8 1 10 9
"4824" "Romania" 1 1 10 1 1 10 1 10 10 10
"4825" "Russia" 6 5 4 5 6 8 7 6 4 9
"4826" "Slovenia" 10 2 10 5 4 7 5 5 10 10
"4827" "Spain" 6 4 7 7 6 4 6 7 6 7
"4828" "Sweden" 10 1 10 10 1 10 1 10 10 10
"4829" "Turkey" 4 4 3 3 3 4 4 5 5 9
"4830" "Ukraine" 7 3 9 8 2 8 8 8 8 10
"4831" "Belarus" 8 2 9 2 2 9 9 9 10 8
"4832" "Estonia" 6 5 6 6 5 5 6 6 6 9
"4833" "Georgia" 3 3 8 5 3 7 8 4 9 8
"4834" "Germany" 8 1 10 6 1 10 6 1 6 10
"4835" "Kazakhstan" 7 5 3 7 5 4 7 5 6 6
"4836" "Netherlands" 7 1 10 9 1 10 8 8 10 10
"4837" "Poland" 10 1 10 10 10 10 1 8 10 10
"4838" "Romania" 10 1 10 10 5 10 7 10 10 10
"4839" "Russia" 10 1 10 10 1 10 10 10 10 10
"4840" "Slovenia" 9 2 10 8 2 8 8 1 10 8
"4841" "Spain" 4 2 8 7 1 5 4 5 7 8
"4842" "Sweden" 8 1 10 10 1 10 1 1 10 10
"4843" "Turkey" 4 3 7 5 6 6 7 5 7 8
"4844" "Ukraine" 8 8 9 9 9 9 8 8 9 8
"4845" "Belarus" 9 5 10 8 6 9 9 5 7 8
"4846" "Estonia" 8 4 8 4 8 8 9 9 8 3
"4847" "Georgia" 2 2 10 5 2 2 2 2 10 10
"4848" "Germany" 4 7 5 10 5 3 7 2 9 5
"4849" "Kazakhstan" 10 6 10 10 10 10 10 10 10 10
"4850" "Netherlands" 6 3 8 3 2 8 4 8 4 7
"4851" "Poland" 8 1 10 8 3 10 7 6 10 10
"4852" "Romania" 8 10 9 1 1 10 9 1 10 6
"4853" "Russia" 10 1 10 10 1 10 8 1 10 10
"4854" "Slovenia" 1 5 9 10 1 1 1 5 10 10
"4855" "Spain" 2 4 7 6 3 4 8 6 5 7
"4856" "Sweden" 7 1 10 7 1 10 1 1 10 10
"4857" "Turkey" 10 10 10 10 10 10 10 10 5 10
"4858" "Ukraine" 10 7 6 5 8 6 5 6 5 8
"4859" "Belarus" 1 1 10 1 10 1 5 5 5 8
"4860" "Estonia" 6 5 6 6 5 6 7 6 8 6
"4861" "Georgia" 8 3 8 10 1 10 2 7 10 10
"4862" "Germany" 10 1 10 10 1 10 7 1 10 10
"4863" "Kazakhstan" 8 5 8 8 5 5 8 8 5 8
"4864" "Netherlands" 8 1 9 8 1 10 8 8 10 10
"4865" "Poland" 7 7 10 7 5 10 4 5 6 10
"4866" "Romania" 3 1 10 6 1 10 6 5 7 6
"4867" "Russia" 9 1 8 9 10 8 9 9 8 10
"4868" "Slovenia" 7 1 10 10 1 10 10 10 10 10
"4869" "Spain" 10 1 8 6 6 4 5 10 10 9
"4870" "Sweden" 5 1 10 10 1 10 5 6 10 10
"4871" "Turkey" 9 4 9 9 2 10 10 3 5 8
"4872" "Ukraine" 2 2 10 10 6 10 9 2 10 2
"4873" "Belarus" 5 5 5 5 5 5 5 5 5 3
"4874" "Estonia" 8 4 10 10 8 10 10 8 10 8
"4875" "Georgia" 9 9 2 9 2 9 2 1 9 7
"4876" "Germany" 8 1 10 10 1 10 4 1 10 10
"4877" "Kazakhstan" 9 5 9 9 5 8 9 8 9 9
"4878" "Netherlands" 7 2 7 8 3 8 6 2 9 9
"4879" "Poland" 6 6 9 7 6 7 3 5 9 5
"4880" "Romania" 1 1 10 10 1 10 1 1 10 10
"4881" "Russia" 10 6 10 10 1 10 10 10 10 10
"4882" "Slovenia" 1 5 5 5 1 5 1 1 5 7
"4883" "Spain" 8 8 8 7 1 9 8 3 10 9
"4884" "Sweden" 5 1 10 8 1 7 1 1 10 8
"4885" "Turkey" 10 6 10 8 9 10 10 5 10 8
"4886" "Ukraine" 10 6 8 9 6 8 9 6 8 5
"4887" "Belarus" 10 4 10 10 6 10 10 9 9 9
"4888" "Estonia" 8 9 10 9 1 10 7 7 7 9
"4889" "Georgia" 1 1 10 5 10 1 10 1 10 10
"4890" "Germany" 5 6 8 8 6 6 5 2 9 10
"4891" "Kazakhstan" 9 6 6 8 8 6 5 7 9 9
"4892" "Netherlands" 6 4 7 7 7 9 7 8 10 10
"4893" "Poland" 8 1 10 10 1 10 10 10 10 8
"4894" "Romania" 10 10 10 10 1 10 10 10 10 10
"4895" "Russia" 1 1 10 10 1 10 10 1 10 10
"4896" "Slovenia" 5 1 5 5 1 5 5 1 10 5
"4897" "Spain" 3 3 10 6 1 8 2 10 10 10
"4898" "Sweden" 10 1 9 10 1 10 10 1 10 10
"4899" "Turkey" 6 7 6 5 7 6 5 6 6 10
"4900" "Ukraine" 10 6 10 9 6 10 10 7 10 5
"4901" "Belarus" 5 3 9 5 3 7 5 6 5 7
